Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
2022-05-22,1.758106079,1660163.52,365662.91,732000.05,3764.05,558736.51,,,,conventional,NewYork
2022-05-22,1.952781523,100384.31,9804.96,7015.43,0.0,83563.92,,,,organic,NewYork
2022-05-22,1.695355686,4887570.22,1527039.97,1845903.73,8908.27,1505718.25,,,,conventional,Northeast
2022-05-22,1.937119006,260810.65,19605.09,17857.98,0.0,223347.59,,,,organic,Northeast
2022-05-22,1.538241774,478259.6,220344.32,174925.12,107.9,82882.26,,,,conventional,NorthernNewEngland
2022-05-22,2.410270518,15228.06,2058.84,334.33,0.0,12834.89,,,,organic,NorthernNewEngland
2022-05-22,1.545861076,413385.94,291179.66,9405.84,702.79,112096.65,,,,conventional,Orlando
2022-05-22,1.30685296,90392.18,15254.1,140.7,0.0,74997.38,,,,organic,Orlando
2022-05-22,1.468526976,104578.75,59122.75,12745.41,180.01,32530.58,,,,conventional,PeoriaSpringfield
2022-05-22,2.041616143,3242.79,405.35,574.63,0.0,2262.81,,,,organic,PeoriaSpringfield
2022-05-22,1.690432912,528473.36,166110.88,146660.11,846.94,214855.43,,,,conventional,Philadelphia
2022-05-22,1.950879442,25094.3,1758.26,1843.47,0.0,21492.57,,,,organic,Philadelphia
2022-05-22,1.426979964,963107.25,559411.18,224362.89,3755.9,175577.28,,,,conventional,PhoenixTucson
2022-05-22,2.13046714,24783.15,12659.74,4043.66,0.0,8079.75,,,,organic,PhoenixTucson
2022-05-22,1.717586351,124818.35,79099.46,5030.85,76.05,40611.98,,,,conventional,Pittsburgh
2022-05-22,1.696631014,8712.35,1913.69,19.54,0.0,6779.12,,,,organic,Pittsburgh
2022-05-22,1.586193854,1686781.72,901613.53,281434.81,9439.43,494293.95,,,,conventional,Plains
2022-05-22,2.065804361,57289.69,15268.28,1618.57,0.0,40402.84,,,,organic,Plains
2022-05-22,1.590895485,581088.17,361026.95,77123.2,28066.23,114871.8,,,,conventional,Portland
2022-05-22,2.709882611,28662.81,9563.53,15442.26,0.0,3657.02,,,,organic,Portland
2022-05-22,1.826471496,81061.18,32640.13,30389.37,43.47,17988.21,,,,conventional,Providence
2022-05-22,1.798981362,5262.77,43.98,11.08,0.0,5207.71,,,,organic,Providence
2022-05-22,1.576159168,382730.13,170058.65,63919.13,2359.22,146393.12,,,,conventional,RaleighGreensboro
2022-05-22,1.81890132,24664.1,554.15,3307.44,17.17,20785.33,,,,organic,RaleighGreensboro
2022-05-22,1.593214848,277322.05,127433.95,54579.76,304.65,95003.69,,,,conventional,RichmondNorfolk
2022-05-22,1.774518169,19879.78,673.77,3256.28,3.24,15946.49,,,,organic,RichmondNorfolk
2022-05-22,1.545393113,160594.94,87738.76,24830.6,58.68,47966.9,,,,conventional,Roanoke
2022-05-22,2.111841621,8180.16,552.1,2524.86,0.0,5103.2,,,,organic,Roanoke
2022-05-22,1.806024562,389546.61,185745.27,114300.63,4260.71,85240.0,,,,conventional,Sacramento
2022-05-22,2.195876445,22307.67,4771.95,4286.92,0.0,13248.79,,,,organic,Sacramento
2022-05-22,1.593382167,461376.81,257756.57,10953.26,49230.02,143436.97,,,,conventional,SanDiego
2022-05-22,2.337623282,23385.88,14645.37,1191.27,0.0,7549.24,,,,organic,SanDiego
2022-05-22,1.7413732,684200.48,456589.76,86008.31,6644.19,134958.22,,,,conventional,SanFrancisco
2022-05-22,2.144542128,77864.22,16223.99,14591.53,0.0,47048.7,,,,organic,SanFrancisco
2022-05-22,1.926951542,452253.37,214853.34,122495.98,259.42,114644.63,,,,conventional,Seattle
2022-05-22,2.470726157,45308.11,5138.9,32817.07,9.09,7343.04,,,,organic,Seattle
2022-05-22,1.555297304,478019.03,268255.66,49161.33,412.09,160189.94,,,,conventional,SouthCarolina
2022-05-22,1.781736075,28199.53,1074.32,4313.93,27.57,22783.71,,,,organic,SouthCarolina
2022-05-22,1.343011567,4156064.43,2431493.58,541273.96,36080.41,1145706.31,,,,conventional,SouthCentral
2022-05-22,1.886979385,139317.27,50190.0,6320.0,0.0,82807.27,,,,organic,SouthCentral
2022-05-22,1.525836204,4391453.63,3033013.57,230423.02,4602.95,1123406.99,,,,conventional,Southeast
2022-05-22,1.380788442,543291.03,64440.56,33486.74,29.28,445334.45,,,,organic,Southeast
2022-05-22,1.75350638,63251.15,34467.22,13454.92,6.62,15322.4,,,,conventional,Spokane
2022-05-22,2.623598051,3448.78,1202.54,1228.4,0.0,1017.84,,,,organic,Spokane
2022-05-22,1.352775022,200930.96,117972.27,18284.16,187.52,64487.01,,,,conventional,StLouis
2022-05-22,2.247399283,6591.2,3466.16,583.52,0.0,2541.53,,,,organic,StLouis
2022-05-22,1.573593866,74783.03,18932.76,27438.43,354.38,28057.45,,,,conventional,Syracuse
2022-05-22,1.635622317,4630.26,260.48,79.03,0.0,4290.76,,,,organic,Syracuse
2022-05-22,1.484337137,456531.06,344529.72,13709.47,533.86,97758.02,,,,conventional,Tampa
2022-05-22,1.081597122,95116.81,9152.91,139.65,0.0,85824.25,,,,organic,Tampa
2022-05-22,1.514252239,111799.72,70168.1,15844.26,756.14,25031.21,,,,conventional,Toledo
2022-05-22,2.426609181,3906.63,510.74,1413.71,0.0,1982.18,,,,organic,Toledo
2022-05-22,1.579103001,32870605.69,17583009.31,5593368.87,697957.75,8994414.34,,,,conventional,TotalUS
2022-05-22,1.866898849,1975311.48,411716.66,247580.91,105.05,1315908.88,,,,organic,TotalUS
2022-05-22,1.611283092,5689131.58,3186079.88,1086761.39,75009.5,1340942.66,,,,conventional,West
2022-05-22,2.332655312,265501.59,100183.53,81908.98,28.23,83380.85,,,,organic,West
2022-05-22,1.407037059,780449.81,385656.71,93228.44,4650.08,295585.17,,,,conventional,WestTexNewMexico
2022-05-22,1.537621128,43025.84,13998.3,2155.39,0.0,26872.15,,,,organic,WestTexNewMexico
2022-05-22,1.373343678,90684.77,62059.09,7143.16,61.22,21421.3,,,,conventional,Wichita
2022-05-22,2.245449368,3135.99,2162.38,0.0,0.0,973.61,,,,organic,Wichita
2022-05-29,1.49735891,120777.15,36145.17,63993.45,2.03,20636.5,,,,conventional,Albany
2022-05-29,2.056054584,3544.61,283.58,382.52,2.03,2876.48,,,,organic,Albany
2022-05-29,1.559212432,717320.63,479525.27,64583.92,166.23,173045.21,,,,conventional,Atlanta
2022-05-29,2.433604941,24517.67,7601.34,7167.73,0.0,9748.61,,,,organic,Atlanta
2022-05-29,1.655418636,880411.99,298824.26,200898.92,2006.75,378682.06,,,,conventional,BaltimoreWashington
2022-05-29,1.961479603,54931.0,532.35,7400.62,11.52,46986.51,,,,organic,BaltimoreWashington
2022-05-29,1.510598061,308409.43,222407.14,7198.43,31.26,78772.6,,,,conventional,BirminghamMontgomery
2022-05-29,1.817658857,11968.93,667.69,469.08,0.0,10832.15,,,,organic,BirminghamMontgomery
2022-05-29,1.481462499,130419.29,83982.51,19525.1,238.6,26673.08,,,,conventional,Boise
2022-05-29,3.026284549,4637.02,93.88,3029.04,0.0,1514.1,,,,organic,Boise
2022-05-29,1.787770722,544289.39,197894.06,203240.55,52.86,143101.92,,,,conventional,Boston
2022-05-29,1.912392691,36232.12,380.84,2638.65,0.0,33212.63,,,,organic,Boston
2022-05-29,1.58231928,173386.37,28247.31,47015.96,1383.76,96739.34,,,,conventional,BuffaloRochester
2022-05-29,1.724366714,13330.56,795.38,80.99,0.0,12454.19,,,,organic,BuffaloRochester
2022-05-29,1.649752815,5308609.97,3320474.25,388805.24,338258.72,1261071.76,,,,conventional,California
2022-05-29,2.188517116,314457.06,118386.69,48824.56,0.0,147245.81,,,,organic,California
2022-05-29,1.650350537,324650.04,149134.9,55017.14,2514.9,117983.11,,,,conventional,Charlotte
2022-05-29,1.816875187,18126.98,120.07,2983.72,22.09,15001.09,,,,organic,Charlotte
2022-05-29,1.718797962,809293.06,409799.76,85823.24,88965.17,224704.88,,,,conventional,Chicago
2022-05-29,1.586729737,44855.66,4628.99,7580.65,0.0,32646.02,,,,organic,Chicago
2022-05-29,1.653970726,276482.46,190678.17,47509.18,114.17,38180.94,,,,conventional,CincinnatiDayton
2022-05-29,2.717763507,12168.1,3850.01,6045.74,0.0,2272.34,,,,organic,CincinnatiDayton
2022-05-29,1.564937901,226807.41,163551.71,24562.55,61.69,38631.45,,,,conventional,Columbus
2022-05-29,2.4081356,7134.14,1385.85,2920.21,0.0,2828.08,,,,organic,Columbus
2022-05-29,1.375046262,1211252.82,652520.64,174502.91,3594.13,380635.14,,,,conventional,DallasFtWorth
2022-05-29,2.059355597,32060.25,14204.43,1028.37,0.0,16827.45,,,,organic,DallasFtWorth
2022-05-29,1.710946544,780279.53,394926.36,201779.5,16125.02,167448.66,,,,conventional,Denver
2022-05-29,2.245420221,36423.06,24693.58,810.14,0.0,10919.34,,,,organic,Denver
2022-05-29,1.653821584,390977.65,229257.95,77072.33,8214.54,76432.82,,,,conventional,Detroit
2022-05-29,2.222615026,18961.08,511.14,6415.44,0.0,12034.5,,,,organic,Detroit
2022-05-29,1.891632251,169999.96,44413.27,76253.35,11622.69,37710.65,,,,conventional,GrandRapids
2022-05-29,1.291937361,14946.42,29.59,1177.89,0.0,13738.94,,,,organic,GrandRapids
2022-05-29,1.615143001,3707469.16,1990482.66,740517.46,142716.13,833752.92,,,,conventional,GreatLakes
2022-05-29,1.924022112,171835.18,20900.95,37843.2,0.0,113091.04,,,,organic,GreatLakes
2022-05-29,1.598055542,364760.79,171531.03,82003.32,85.73,111140.7,,,,conventional,HarrisburgScranton
2022-05-29,1.768932484,14165.26,403.17,498.22,0.0,13263.87,,,,organic,HarrisburgScranton
2022-05-29,1.691985018,292816.42,76766.64,143640.75,34.65,72374.37,,,,conventional,HartfordSpringfield
2022-05-29,1.906365907,20947.31,662.9,6952.96,5.59,13325.86,,,,organic,HartfordSpringfield
2022-05-29,1.390344547,663040.46,485504.35,78152.04,12596.46,86787.61,,,,conventional,Houston
2022-05-29,1.616085974,35631.08,10625.77,299.86,0.0,24705.45,,,,organic,Houston
2022-05-29,1.555913843,236124.88,153365.16,34283.05,189.37,48287.3,,,,conventional,Indianapolis
2022-05-29,2.318943535,7641.44,590.99,2990.8,0.0,4059.65,,,,organic,Indianapolis
2022-05-29,1.56182513,179656.89,139091.87,5604.75,164.75,34795.53,,,,conventional,Jacksonville
2022-05-29,1.421393737,28209.5,36.16,221.41,0.0,27951.92,,,,organic,Jacksonville
2022-05-29,1.448018553,333826.66,206118.79,41449.31,520.42,85738.15,,,,conventional,LasVegas
2022-05-29,2.253657219,13022.49,5621.17,2918.08,0.0,4483.24,,,,organic,LasVegas
2022-05-29,1.595679602,2576120.74,1648145.81,27653.92,236305.09,664015.92,,,,conventional,LosAngeles
2022-05-29,2.134254476,122038.8,68467.17,5591.51,0.0,47980.12,,,,organic,LosAngeles
2022-05-29,1.449709933,120444.41,72615.89,19317.63,87.77,28423.12,,,,conventional,Louisville
2022-05-29,2.722789426,4384.91,964.7,2429.69,0.0,990.52,,,,organic,Louisville
2022-05-29,1.543527831,767171.12,573581.46,23565.48,532.89,169480.5,,,,conventional,MiamiFtLauderdale
2022-05-29,1.413370774,124084.15,25287.93,698.94,0.0,98097.28,,,,organic,MiamiFtLauderdale
2022-05-29,1.576279533,3659334.09,1795979.74,616288.26,7381.09,1239685.0,,,,conventional,Midsouth
2022-05-29,1.954952169,219400.4,12033.13,40708.57,66.01,166592.69,,,,organic,Midsouth
2022-05-29,1.492758423,269733.7,175611.48,20831.52,7.03,73283.68,,,,conventional,Nashville
2022-05-29,2.275859175,15618.89,2724.18,6055.58,0.0,6839.13,,,,organic,Nashville
2022-05-29,1.377069893,241145.77,156238.51,14317.96,107.3,70482.0,,,,conventional,NewOrleans
2022-05-29,1.611323915,13114.18,130.78,55.37,0.0,12928.03,,,,organic,NewOrleans
2022-05-29,1.773074037,1652497.22,360951.38,749874.72,526.85,541144.27,,,,conventional,NewYork
2022-05-29,1.962966182,102742.05,8526.34,8097.99,0.0,86117.72,,,,organic,NewYork
2022-05-29,1.695856302,4905930.62,1560880.9,1865380.36,3707.49,1475961.87,,,,conventional,Northeast
2022-05-29,1.941714919,271066.31,19629.8,24245.29,7.73,227183.48,,,,organic,Northeast
2022-05-29,1.576551805,478896.29,223416.92,178784.17,21.28,76673.92,,,,conventional,NorthernNewEngland
2022-05-29,2.435408364,15253.77,2521.55,271.78,0.0,12460.44,,,,organic,NorthernNewEngland
2022-05-29,1.560764903,406308.53,299061.24,8239.74,180.79,98826.26,,,,conventional,Orlando
2022-05-29,1.404714697,89254.3,15322.46,131.25,0.0,73800.59,,,,organic,Orlando
2022-05-29,1.487630006,113090.07,68796.35,14022.23,58.07,30213.42,,,,conventional,PeoriaSpringfield
2022-05-29,2.113305698,3402.88,355.53,612.4,0.0,2434.95,,,,organic,PeoriaSpringfield
2022-05-29,1.620192198,565814.98,192137.57,165840.48,164.59,207672.34,,,,conventional,Philadelphia
2022-05-29,1.982163289,27085.43,1743.89,3012.91,0.0,22328.63,,,,organic,Philadelphia
2022-05-29,1.374920626,1016375.98,600106.17,252492.19,3371.99,160405.62,,,,conventional,PhoenixTucson
2022-05-29,2.128272745,24207.7,12045.96,3887.34,0.0,8274.39,,,,organic,PhoenixTucson
2022-05-29,1.631436175,134760.05,92395.86,3528.43,43.99,38791.76,,,,conventional,Pittsburgh
2022-05-29,1.726078803,8355.45,1865.72,2.78,0.0,6486.96,,,,organic,Pittsburgh
2022-05-29,1.601665806,1701547.1,917273.0,302414.08,2139.18,479720.85,,,,conventional,Plains
2022-05-29,2.033003691,59013.84,12984.76,1953.68,0.0,44075.4,,,,organic,Plains
2022-05-29,1.575134054,592186.4,378712.33,78499.16,29263.31,105711.59,,,,conventional,Portland
2022-05-29,2.790208149,27735.26,5846.69,18634.88,0.0,3253.69,,,,organic,Portland
2022-05-29,1.879774701,77200.2,31989.17,28331.76,16.07,16863.2,,,,conventional,Providence
2022-05-29,1.868359325,4704.62,42.66,12.45,0.0,4649.51,,,,organic,Providence
2022-05-29,1.606461746,392351.5,180161.82,69825.05,1717.06,140647.56,,,,conventional,RaleighGreensboro
2022-05-29,1.786480919,26406.84,633.39,3175.8,23.6,22574.06,,,,organic,RaleighGreensboro
2022-05-29,1.605785095,276201.87,132411.46,56062.79,137.09,87590.54,,,,conventional,RichmondNorfolk
2022-05-29,1.78718783,18350.21,758.28,2822.94,2.16,14766.83,,,,organic,RichmondNorfolk
2022-05-29,1.544775343,164351.13,95534.43,24077.58,21.03,44718.1,,,,conventional,Roanoke
2022-05-29,2.037225099,7899.4,714.19,2065.79,0.0,5119.43,,,,organic,Roanoke
2022-05-29,1.809569245,415178.58,207226.86,117909.81,4105.08,85936.83,,,,conventional,Sacramento
2022-05-29,2.289005282,23258.14,4439.27,6006.79,0.0,12812.08,,,,organic,Sacramento
2022-05-29,1.566212793,484561.3,282382.25,9777.87,41705.11,150696.07,,,,conventional,SanDiego
2022-05-29,2.314170566,22663.91,13254.2,1541.79,0.0,7867.91,,,,organic,SanDiego
2022-05-29,1.755095864,714663.02,486202.34,88461.08,6519.43,133480.18,,,,conventional,SanFrancisco
2022-05-29,2.25385254,78328.82,14029.67,21704.83,0.0,42594.32,,,,organic,SanFrancisco
2022-05-29,1.874185871,499258.89,275109.88,122263.22,111.22,101774.57,,,,conventional,Seattle
2022-05-29,2.466871672,49418.4,9463.35,33081.62,0.0,6873.43,,,,organic,Seattle
2022-05-29,1.582584547,494920.7,282099.74,57592.3,379.49,154849.18,,,,conventional,SouthCarolina
2022-05-29,1.753581367,32697.84,2060.61,3387.03,18.6,27231.59,,,,organic,SouthCarolina
2022-05-29,1.369494105,4184562.91,2602667.16,487851.26,29958.79,1061783.01,,,,conventional,SouthCentral
2022-05-29,1.679041883,201975.17,50853.13,5606.33,0.0,145515.71,,,,organic,SouthCentral
2022-05-29,1.539603252,4458126.46,3163879.28,232428.89,2718.18,1059088.72,,,,conventional,Southeast
2022-05-29,1.411918123,538761.35,75368.5,15634.29,19.68,447738.89,,,,organic,Southeast
2022-05-29,1.689859177,71187.56,43901.29,12983.2,4.73,14298.34,,,,conventional,Spokane
2022-05-29,2.782600637,4112.28,1605.95,1713.06,0.0,793.28,,,,organic,Spokane
2022-05-29,1.364686313,205197.4,125831.58,17102.97,111.12,62151.73,,,,conventional,StLouis
2022-05-29,2.21756506,7581.19,3658.25,739.6,0.0,3183.34,,,,organic,StLouis
2022-05-29,1.554741072,77994.99,17739.31,29044.2,364.53,30846.95,,,,conventional,Syracuse
2022-05-29,1.683127713,4871.39,272.78,121.43,0.0,4477.19,,,,organic,Syracuse
2022-05-29,1.494063057,449938.84,350025.12,11362.83,328.53,88222.36,,,,conventional,Tampa
2022-05-29,1.080510222,94984.77,10029.65,95.55,0.0,84859.57,,,,organic,Tampa
2022-05-29,1.572801608,124095.65,80301.09,17814.54,1391.21,24588.81,,,,conventional,Toledo
2022-05-29,2.293905773,4118.05,225.92,1932.76,0.0,1959.38,,,,organic,Toledo
2022-05-29,1.576325577,33843167.85,18795241.16,5794790.86,601984.39,8648163.75,,,,conventional,TotalUS
2022-05-29,1.871301869,2042651.81,409780.37,261013.47,93.42,1371764.55,,,,organic,TotalUS
2022-05-29,1.553705306,5917587.54,3443604.18,1161105.3,75104.83,1237099.63,,,,conventional,West
2022-05-29,2.361783535,266142.51,99623.41,86197.56,0.0,80321.53,,,,organic,West
2022-05-29,1.421793739,745411.28,378436.41,95410.37,4223.54,264686.75,,,,conventional,WestTexNewMexico
2022-05-29,1.645557948,48396.72,18365.95,1410.08,0.0,28620.7,,,,organic,WestTexNewMexico
2022-05-29,1.386716544,90748.1,62283.51,6999.79,5.4,21459.39,,,,conventional,Wichita
2022-05-29,2.218516105,2543.64,1488.2,2.16,0.0,1053.28,,,,organic,Wichita
2022-06-05,1.482451117,116676.31,32987.84,66115.72,12.24,17560.51,,,,conventional,Albany
2022-06-05,2.275222485,2615.06,306.29,345.77,0.0,1963.0,,,,organic,Albany
2022-06-05,1.44969075,769812.39,567912.85,36043.15,70.25,165786.15,,,,conventional,Atlanta
2022-06-05,2.184810948,30019.85,5562.83,9301.49,0.0,15155.54,,,,organic,Atlanta
2022-06-05,1.603406369,859431.33,250836.26,201354.07,2289.17,404951.84,,,,conventional,BaltimoreWashington
2022-06-05,2.204422535,55285.32,521.99,12850.04,12.67,41900.62,,,,organic,BaltimoreWashington
2022-06-05,1.494659899,290817.76,209011.35,8257.22,12.29,73536.91,,,,conventional,BirminghamMontgomery
2022-06-05,1.690407389,19840.91,636.04,439.03,0.0,18765.84,,,,organic,BirminghamMontgomery
2022-06-05,1.540565991,105323.92,60009.57,16861.38,209.51,28243.46,,,,conventional,Boise
2022-06-05,2.972909063,5419.79,165.04,4190.05,0.0,1064.7,,,,organic,Boise
2022-06-05,1.787051113,553708.92,204557.99,211135.35,82.69,137932.9,,,,conventional,Boston
2022-06-05,1.937596144,36496.56,273.06,2111.78,0.0,34111.72,,,,organic,Boston
2022-06-05,1.573323046,171771.68,27831.76,48225.8,1516.43,94197.69,,,,conventional,BuffaloRochester
2022-06-05,1.696221522,12431.48,648.41,96.42,0.0,11686.65,,,,organic,BuffaloRochester
2022-06-05,1.629855356,5533738.18,3595712.12,399745.48,307908.82,1230371.76,,,,conventional,California
2022-06-05,2.114794233,316420.5,110973.98,38331.87,0.0,167114.64,,,,organic,California
2022-06-05,1.642529362,311003.31,142015.69,53925.38,2144.81,112917.42,,,,conventional,Charlotte
2022-06-05,1.798931658,17057.42,152.99,3061.27,4.42,13838.74,,,,organic,Charlotte
2022-06-05,1.604290554,857818.6,385432.53,92011.48,76726.7,303647.89,,,,conventional,Chicago
2022-06-05,1.770435857,29354.84,4463.45,4652.65,0.0,20238.73,,,,organic,Chicago
2022-06-05,1.613239325,270156.28,173538.32,53781.58,73.44,42762.94,,,,conventional,CincinnatiDayton
2022-06-05,2.651878057,11701.06,5083.08,4961.79,0.0,1656.19,,,,organic,CincinnatiDayton
2022-06-05,1.56212261,224503.33,155001.08,24795.74,56.6,44649.9,,,,conventional,Columbus
2022-06-05,2.367370655,6919.73,1825.43,2828.65,0.0,2265.66,,,,organic,Columbus
2022-06-05,1.267633288,1316194.28,753151.92,194042.1,2986.87,365815.44,,,,conventional,DallasFtWorth
2022-06-05,1.914834819,37252.23,15184.26,971.12,0.0,21096.85,,,,organic,DallasFtWorth
2022-06-05,1.620598053,824422.11,392460.76,245474.21,18240.83,168246.31,,,,conventional,Denver
2022-06-05,2.341722825,34604.18,26047.87,826.86,0.0,7729.44,,,,organic,Denver
2022-06-05,1.583763104,377704.9,220339.92,54584.48,4458.72,98321.78,,,,conventional,Detroit
2022-06-05,2.180368653,14726.67,675.76,4494.86,0.0,9556.05,,,,organic,Detroit
2022-06-05,1.810534755,156015.14,42463.85,52232.6,6179.57,55139.12,,,,conventional,GrandRapids
2022-06-05,1.772290788,8241.73,26.46,1344.66,0.0,6870.61,,,,organic,GrandRapids
2022-06-05,1.566514706,3635762.06,1862345.38,673723.02,108825.45,990868.2,,,,conventional,GreatLakes
2022-06-05,2.059122637,134426.6,22227.9,29845.15,0.0,82353.54,,,,organic,GreatLakes
2022-06-05,1.541680612,365693.5,153499.05,105999.92,69.2,106125.33,,,,conventional,HarrisburgScranton
2022-06-05,1.841243164,10483.68,186.18,496.86,0.0,9800.64,,,,organic,HarrisburgScranton
2022-06-05,1.552486094,364974.57,81381.79,215178.72,105.77,68308.3,,,,conventional,HartfordSpringfield
2022-06-05,2.057600085,18826.99,329.35,4657.9,0.0,13839.74,,,,organic,HartfordSpringfield
2022-06-05,1.173487566,823663.23,594151.13,136059.53,12240.75,81211.81,,,,conventional,Houston
2022-06-05,1.689637628,27412.33,9166.02,324.78,0.0,17921.53,,,,organic,Houston
2022-06-05,1.541441485,222632.68,133229.69,37553.78,151.4,51697.8,,,,conventional,Indianapolis
2022-06-05,2.273310984,8487.99,945.81,2942.04,0.0,4600.14,,,,organic,Indianapolis
2022-06-05,1.554393198,178504.61,135684.74,5278.94,335.18,37205.75,,,,conventional,Jacksonville
2022-06-05,1.472639624,28303.42,37.78,193.02,0.0,28072.62,,,,organic,Jacksonville
2022-06-05,1.315011407,369628.21,249866.3,36378.1,347.11,83036.71,,,,conventional,LasVegas
2022-06-05,2.206000827,11365.21,4333.61,2911.79,0.0,4119.81,,,,organic,LasVegas
2022-06-05,1.576186345,2526770.99,1603827.45,35298.54,222091.69,665553.32,,,,conventional,LosAngeles
2022-06-05,2.118435525,119509.9,58279.71,9112.9,0.0,52117.28,,,,organic,LosAngeles
2022-06-05,1.288505873,153877.34,104961.57,20985.24,58.57,27871.96,,,,conventional,Louisville
2022-06-05,2.470314669,4638.62,1208.54,2480.5,0.0,949.58,,,,organic,Louisville
2022-06-05,1.541457296,804818.09,599400.13,23760.61,798.74,180855.85,,,,conventional,MiamiFtLauderdale
2022-06-05,1.443731156,127195.18,22912.45,722.12,0.0,103560.62,,,,organic,MiamiFtLauderdale
2022-06-05,1.516771218,3778446.08,1884079.43,636298.0,7708.43,1250360.22,,,,conventional,Midsouth
2022-06-05,2.050073212,195357.34,11651.12,43784.19,51.77,139870.26,,,,organic,Midsouth
2022-06-05,1.392337986,303451.83,208707.81,23052.38,5.14,71686.51,,,,conventional,Nashville
2022-06-05,2.264507528,14654.28,1991.83,4703.88,0.0,7958.58,,,,organic,Nashville
2022-06-05,1.386177602,234417.75,150268.51,17380.91,71.32,66694.88,,,,conventional,NewOrleans
2022-06-05,1.604468417,15965.41,254.03,38.66,0.0,15672.72,,,,organic,NewOrleans
2022-06-05,1.417230805,2454412.99,418076.7,1490679.68,1813.27,543842.67,,,,conventional,NewYork
2022-06-05,2.046662827,98957.13,6014.09,12838.79,1.58,80102.67,,,,organic,NewYork
2022-06-05,1.509273532,5895471.16,1563844.85,2873790.14,5370.56,1452464.95,,,,conventional,Northeast
2022-06-05,2.037688407,255439.87,15378.24,29957.71,3.58,210100.34,,,,organic,Northeast
2022-06-05,1.586291351,440790.43,196435.64,169116.42,40.9,75197.48,,,,conventional,NorthernNewEngland
2022-06-05,2.382097325,17311.94,2372.72,360.05,0.0,14579.17,,,,organic,NorthernNewEngland
2022-06-05,1.567911561,415337.73,291165.51,14818.14,369.26,108984.82,,,,conventional,Orlando
2022-06-05,1.437414917,87190.75,14880.69,117.6,0.0,72192.46,,,,organic,Orlando
2022-06-05,1.498429454,108879.97,64042.4,12908.36,82.79,31846.42,,,,conventional,PeoriaSpringfield
2022-06-05,2.075871471,3027.46,266.7,564.21,0.0,2196.54,,,,organic,PeoriaSpringfield
2022-06-05,1.429427496,663854.72,180727.14,267296.74,297.9,215532.95,,,,conventional,Philadelphia
2022-06-05,2.243415676,27285.27,1200.61,7489.63,0.0,18595.03,,,,organic,Philadelphia
2022-06-05,1.362167365,1047054.54,605517.56,278940.98,2888.5,159707.5,,,,conventional,PhoenixTucson
2022-06-05,2.022891972,22643.0,11655.37,3198.99,0.0,7788.64,,,,organic,PhoenixTucson
2022-06-05,1.606967905,127041.62,83877.2,4276.16,16.47,38871.79,,,,conventional,Pittsburgh
2022-06-05,1.877463055,6483.29,1921.28,5.56,0.0,4556.44,,,,organic,Pittsburgh
2022-06-05,1.575042771,1764256.19,974847.3,315234.28,2584.86,471589.75,,,,conventional,Plains
2022-06-05,2.063117063,56470.15,13182.21,1470.6,0.0,41817.34,,,,organic,Plains
2022-06-05,1.551323245,645165.54,358209.79,149893.45,27475.13,109587.17,,,,conventional,Portland
2022-06-05,2.600897139,31909.4,4550.92,24023.82,0.0,3334.67,,,,organic,Portland
2022-06-05,1.860633662,84359.82,35333.01,31211.8,39.76,17775.26,,,,conventional,Providence
2022-06-05,1.849916995,5207.1,16.24,15.23,0.0,5175.63,,,,organic,Providence
2022-06-05,1.595725469,395469.5,183287.98,66901.23,1990.24,143290.06,,,,conventional,RaleighGreensboro
2022-06-05,1.868471934,21360.81,678.82,3488.67,24.66,17168.66,,,,organic,RaleighGreensboro
2022-06-05,1.55384184,286709.23,137563.63,62410.02,195.04,86540.54,,,,conventional,RichmondNorfolk
2022-06-05,1.810589594,15320.54,987.99,2688.07,0.0,11644.48,,,,organic,RichmondNorfolk
2022-06-05,1.459538443,180380.41,113309.37,26227.12,7.28,40836.64,,,,conventional,Roanoke
2022-06-05,2.053228808,6242.89,869.86,1549.48,0.0,3823.55,,,,organic,Roanoke
2022-06-05,1.806380329,435315.85,237856.74,117426.45,2534.03,77498.63,,,,conventional,Sacramento
2022-06-05,1.989989556,27600.19,4733.35,4327.68,0.0,18539.16,,,,organic,Sacramento
2022-06-05,1.552477946,485665.69,284568.12,10271.54,38652.26,152173.77,,,,conventional,SanDiego
2022-06-05,2.332192491,22975.63,11926.88,2810.59,0.0,8238.17,,,,organic,SanDiego
2022-06-05,1.708714765,889505.12,669889.71,94413.86,3974.66,121226.89,,,,conventional,SanFrancisco
2022-06-05,2.178339165,76847.56,16937.4,13488.12,0.0,46422.05,,,,organic,SanFrancisco
2022-06-05,1.88273915,455714.42,192791.7,136536.84,90.05,126295.83,,,,conventional,Seattle
2022-06-05,2.155568891,72449.87,8193.03,57032.97,0.0,7223.87,,,,organic,Seattle
2022-06-05,1.549508167,483190.73,287455.45,52756.35,357.43,142621.49,,,,conventional,SouthCarolina
2022-06-05,1.624555653,37990.21,1899.17,3476.18,24.93,32589.93,,,,organic,SouthCarolina
2022-06-05,1.308334228,4471577.36,2742972.95,618389.32,36648.03,1072769.07,,,,conventional,SouthCentral
2022-06-05,1.675972869,165135.71,38699.92,5025.05,0.0,121410.75,,,,organic,SouthCentral
2022-06-05,1.51030718,4544873.85,3271096.82,210761.94,3386.77,1059623.41,,,,conventional,Southeast
