Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units
South Central,Weekly,2024-12-29,Conventional,0.983973142,5458660.05,2948311.98,826195.57,9209.8,1674942.7
South Central,Weekly,2024-11-10,Organic,1.44396434,195899.9,34038.99,4257.1,0.0,157603.81
South Central,Weekly,2024-11-17,Organic,1.44396434,195899.9,34038.99,4257.1,0.0,157603.81
South Central,Weekly,2024-11-24,Organic,1.44396434,195899.9,34038.99,4257.1,0.0,157603.81
South Central,Weekly,2024-12-01,Organic,1.44396434,195899.9,34038.99,4257.1,0.0,157603.81
South Central,Weekly,2024-12-08,Organic,1.44396434,195899.9,34038.99,4257.1,0.0,157603.81
South Central,Weekly,2024-12-15,Organic,1.44396434,195899.9,34038.99,4257.1,0.0,157603.81
South Central,Weekly,2024-12-22,Organic,1.44396434,195899.9,34038.99,4257.1,0.0,157603.81
South Central,Weekly,2024-12-29,Organic,1.44396434,195899.9,34038.99,4257.1,0.0,157603.81
Southeast,Weekly,2024-11-10,Conventional,1.07152251,6686234.21,3938493.52,321896.57,467.7,2425376.42
Southeast,Weekly,2024-11-17,Conventional,1.07152251,6686234.21,3938493.52,321896.57,467.7,2425376.42
Southeast,Weekly,2024-11-24,Conventional,1.07152251,6686234.21,3938493.52,321896.57,467.7,2425376.42
Southeast,Weekly,2024-12-01,Conventional,1.07152251,6686234.21,3938493.52,321896.57,467.7,2425376.42
Southeast,Weekly,2024-12-08,Conventional,1.07152251,6686234.21,3938493.52,321896.57,467.7,2425376.42
Southeast,Weekly,2024-12-15,Conventional,1.07152251,6686234.21,3938493.52,321896.57,467.7,2425376.42
Southeast,Weekly,2024-12-22,Conventional,1.07152251,6686234.21,3938493.52,321896.57,467.7,2425376.42
Southeast,Weekly,2024-12-29,Conventional,1.07152251,6686234.21,3938493.52,321896.57,467.7,2425376.42
Southeast,Weekly,2024-11-10,Organic,1.576663584,359243.61,1650.68,14879.6,0.0,342713.34
Southeast,Weekly,2024-11-17,Organic,1.576663584,359243.61,1650.68,14879.6,0.0,342713.34
Southeast,Weekly,2024-11-24,Organic,1.576663584,359243.61,1650.68,14879.6,0.0,342713.34
Southeast,Weekly,2024-12-01,Organic,1.576663584,359243.61,1650.68,14879.6,0.0,342713.34
Southeast,Weekly,2024-12-08,Organic,1.576663584,359243.61,1650.68,14879.6,0.0,342713.34
Southeast,Weekly,2024-12-15,Organic,1.576663584,359243.61,1650.68,14879.6,0.0,342713.34
Southeast,Weekly,2024-12-22,Organic,1.576663584,359243.61,1650.68,14879.6,0.0,342713.34
Southeast,Weekly,2024-12-29,Organic,1.576663584,359243.61,1650.68,14879.6,0.0,342713.34
Spokane,Weekly,2024-11-10,Conventional,1.282688854,84573.44,49682.03,19614.19,304.85,14972.37
Spokane,Weekly,2024-11-17,Conventional,1.282688854,84573.44,49682.03,19614.19,304.85,14972.37
Spokane,Weekly,2024-11-24,Conventional,1.282688854,84573.44,49682.03,19614.19,304.85,14972.37
Spokane,Weekly,2024-12-01,Conventional,1.282688854,84573.44,49682.03,19614.19,304.85,14972.37
Spokane,Weekly,2024-12-08,Conventional,1.282688854,84573.44,49682.03,19614.19,304.85,14972.37
Spokane,Weekly,2024-12-15,Conventional,1.282688854,84573.44,49682.03,19614.19,304.85,14972.37
Spokane,Weekly,2024-12-22,Conventional,1.282688854,84573.44,49682.03,19614.19,304.85,14972.37
Spokane,Weekly,2024-12-29,Conventional,1.282688854,84573.44,49682.03,19614.19,304.85,14972.37
Spokane,Weekly,2024-11-10,Organic,2.162295518,3544.97,41.27,1146.56,9.45,2347.69
Spokane,Weekly,2024-11-17,Organic,2.162295518,3544.97,41.27,1146.56,9.45,2347.69
Spokane,Weekly,2024-11-24,Organic,2.162295518,3544.97,41.27,1146.56,9.45,2347.69
Spokane,Weekly,2024-12-01,Organic,2.162295518,3544.97,41.27,1146.56,9.45,2347.69
Spokane,Weekly,2024-12-08,Organic,2.162295518,3544.97,41.27,1146.56,9.45,2347.69
Spokane,Weekly,2024-12-15,Organic,2.162295518,3544.97,41.27,1146.56,9.45,2347.69
Spokane,Weekly,2024-12-22,Organic,2.162295518,3544.97,41.27,1146.56,9.45,2347.69
Spokane,Weekly,2024-12-29,Organic,2.162295518,3544.97,41.27,1146.56,9.45,2347.69
St. Louis,Weekly,2024-11-10,Conventional,0.89770924,295891.45,190950.53,9643.21,38.77,95258.94
St. Louis,Weekly,2024-11-17,Conventional,0.89770924,295891.45,190950.53,9643.21,38.77,95258.94
St. Louis,Weekly,2024-11-24,Conventional,0.89770924,295891.45,190950.53,9643.21,38.77,95258.94
St. Louis,Weekly,2024-12-01,Conventional,0.89770924,295891.45,190950.53,9643.21,38.77,95258.94
St. Louis,Weekly,2024-12-08,Conventional,0.89770924,295891.45,190950.53,9643.21,38.77,95258.94
St. Louis,Weekly,2024-12-15,Conventional,0.89770924,295891.45,190950.53,9643.21,38.77,95258.94
St. Louis,Weekly,2024-12-22,Conventional,0.89770924,295891.45,190950.53,9643.21,38.77,95258.94
St. Louis,Weekly,2024-12-29,Conventional,0.89770924,295891.45,190950.53,9643.21,38.77,95258.94
St. Louis,Weekly,2024-11-10,Organic,1.466209848,18359.0,927.03,2180.15,0.0,15251.82
St. Louis,Weekly,2024-11-17,Organic,1.466209848,18359.0,927.03,2180.15,0.0,15251.82
St. Louis,Weekly,2024-11-24,Organic,1.466209848,18359.0,927.03,2180.15,0.0,15251.82
St. Louis,Weekly,2024-12-01,Organic,1.466209848,18359.0,927.03,2180.15,0.0,15251.82
St. Louis,Weekly,2024-12-08,Organic,1.466209848,18359.0,927.03,2180.15,0.0,15251.82
St. Louis,Weekly,2024-12-15,Organic,1.466209848,18359.0,927.03,2180.15,0.0,15251.82
St. Louis,Weekly,2024-12-22,Organic,1.466209848,18359.0,927.03,2180.15,0.0,15251.82
St. Louis,Weekly,2024-12-29,Organic,1.466209848,18359.0,927.03,2180.15,0.0,15251.82
Syracuse,Weekly,2024-11-10,Conventional,1.047103669,115253.98,46711.1,24118.38,388.08,44036.42
Syracuse,Weekly,2024-11-17,Conventional,1.047103669,115253.98,46711.1,24118.38,388.08,44036.42
Syracuse,Weekly,2024-11-24,Conventional,1.047103669,115253.98,46711.1,24118.38,388.08,44036.42
Syracuse,Weekly,2024-12-01,Conventional,1.047103669,115253.98,46711.1,24118.38,388.08,44036.42
Syracuse,Weekly,2024-12-08,Conventional,1.047103669,115253.98,46711.1,24118.38,388.08,44036.42
Syracuse,Weekly,2024-12-15,Conventional,1.047103669,115253.98,46711.1,24118.38,388.08,44036.42
Syracuse,Weekly,2024-12-22,Conventional,1.047103669,115253.98,46711.1,24118.38,388.08,44036.42
Syracuse,Weekly,2024-12-29,Conventional,1.047103669,115253.98,46711.1,24118.38,388.08,44036.42
Syracuse,Weekly,2024-11-10,Organic,1.415290638,8713.49,211.48,158.24,0.0,8343.77
Syracuse,Weekly,2024-11-17,Organic,1.415290638,8713.49,211.48,158.24,0.0,8343.77
Syracuse,Weekly,2024-11-24,Organic,1.415290638,8713.49,211.48,158.24,0.0,8343.77
Syracuse,Weekly,2024-12-01,Organic,1.415290638,8713.49,211.48,158.24,0.0,8343.77
Syracuse,Weekly,2024-12-08,Organic,1.415290638,8713.49,211.48,158.24,0.0,8343.77
Syracuse,Weekly,2024-12-15,Organic,1.415290638,8713.49,211.48,158.24,0.0,8343.77
Syracuse,Weekly,2024-12-22,Organic,1.415290638,8713.49,211.48,158.24,0.0,8343.77
Syracuse,Weekly,2024-12-29,Organic,1.415290638,8713.49,211.48,158.24,0.0,8343.77
Tampa,Weekly,2024-11-10,Conventional,1.055325361,778362.37,464613.47,20706.06,28.18,293014.66
Tampa,Weekly,2024-11-17,Conventional,1.055325361,778362.37,464613.47,20706.06,28.18,293014.66
Tampa,Weekly,2024-11-24,Conventional,1.055325361,778362.37,464613.47,20706.06,28.18,293014.66
Tampa,Weekly,2024-12-01,Conventional,1.055325361,778362.37,464613.47,20706.06,28.18,293014.66
Tampa,Weekly,2024-12-08,Conventional,1.055325361,778362.37,464613.47,20706.06,28.18,293014.66
Tampa,Weekly,2024-12-15,Conventional,1.055325361,778362.37,464613.47,20706.06,28.18,293014.66
Tampa,Weekly,2024-12-22,Conventional,1.055325361,778362.37,464613.47,20706.06,28.18,293014.66
Tampa,Weekly,2024-12-29,Conventional,1.055325361,778362.37,464613.47,20706.06,28.18,293014.66
Tampa,Weekly,2024-11-10,Organic,1.600741838,32136.17,173.11,266.8,0.0,31696.25
Tampa,Weekly,2024-11-17,Organic,1.600741838,32136.17,173.11,266.8,0.0,31696.25
Tampa,Weekly,2024-11-24,Organic,1.600741838,32136.17,173.11,266.8,0.0,31696.25
Tampa,Weekly,2024-12-01,Organic,1.600741838,32136.17,173.11,266.8,0.0,31696.25
Tampa,Weekly,2024-12-08,Organic,1.600741838,32136.17,173.11,266.8,0.0,31696.25
Tampa,Weekly,2024-12-15,Organic,1.600741838,32136.17,173.11,266.8,0.0,31696.25
Tampa,Weekly,2024-12-22,Organic,1.600741838,32136.17,173.11,266.8,0.0,31696.25
Tampa,Weekly,2024-12-29,Organic,1.600741838,32136.17,173.11,266.8,0.0,31696.25
Toledo,Weekly,2024-11-10,Conventional,1.302250273,137557.32,71746.28,29881.56,462.76,35466.72
Toledo,Weekly,2024-11-17,Conventional,1.302250273,137557.32,71746.28,29881.56,462.76,35466.72
Toledo,Weekly,2024-11-24,Conventional,1.302250273,137557.32,71746.28,29881.56,462.76,35466.72
Toledo,Weekly,2024-12-01,Conventional,1.302250273,137557.32,71746.28,29881.56,462.76,35466.72
Toledo,Weekly,2024-12-08,Conventional,1.302250273,137557.32,71746.28,29881.56,462.76,35466.72
Toledo,Weekly,2024-12-15,Conventional,1.302250273,137557.32,71746.28,29881.56,462.76,35466.72
Toledo,Weekly,2024-12-22,Conventional,1.302250273,137557.32,71746.28,29881.56,462.76,35466.72
Toledo,Weekly,2024-12-29,Conventional,1.302250273,137557.32,71746.28,29881.56,462.76,35466.72
Toledo,Weekly,2024-11-10,Organic,1.933740185,5969.85,17.08,1380.2,0.0,4572.56
Toledo,Weekly,2024-11-17,Organic,1.933740185,5969.85,17.08,1380.2,0.0,4572.56
Toledo,Weekly,2024-11-24,Organic,1.933740185,5969.85,17.08,1380.2,0.0,4572.56
Toledo,Weekly,2024-12-01,Organic,1.933740185,5969.85,17.08,1380.2,0.0,4572.56
Toledo,Weekly,2024-12-08,Organic,1.933740185,5969.85,17.08,1380.2,0.0,4572.56
Toledo,Weekly,2024-12-15,Organic,1.933740185,5969.85,17.08,1380.2,0.0,4572.56
Toledo,Weekly,2024-12-22,Organic,1.933740185,5969.85,17.08,1380.2,0.0,4572.56
Toledo,Weekly,2024-12-29,Organic,1.933740185,5969.85,17.08,1380.2,0.0,4572.56
Total U.S.,Weekly,2024-11-10,Conventional,1.16093264,42437343.19,22567735.5,6492013.21,535269.23,12842325.24
Total U.S.,Weekly,2024-11-17,Conventional,1.16093264,42437343.19,22567735.5,6492013.21,535269.23,12842325.24
Total U.S.,Weekly,2024-11-24,Conventional,1.16093264,42437343.19,22567735.5,6492013.21,535269.23,12842325.24
Total U.S.,Weekly,2024-12-01,Conventional,1.16093264,42437343.19,22567735.5,6492013.21,535269.23,12842325.24
Total U.S.,Weekly,2024-12-08,Conventional,1.16093264,42437343.19,22567735.5,6492013.21,535269.23,12842325.24
Total U.S.,Weekly,2024-12-15,Conventional,1.16093264,42437343.19,22567735.5,6492013.21,535269.23,12842325.24
Total U.S.,Weekly,2024-12-22,Conventional,1.16093264,42437343.19,22567735.5,6492013.21,535269.23,12842325.24
Total U.S.,Weekly,2024-12-29,Conventional,1.16093264,42437343.19,22567735.5,6492013.21,535269.23,12842325.24
Total U.S.,Weekly,2024-11-10,Organic,1.682038652,2371128.42,280107.07,272437.57,62.27,1818521.52
Total U.S.,Weekly,2024-11-17,Organic,1.682038652,2371128.42,280107.07,272437.57,62.27,1818521.52
Total U.S.,Weekly,2024-11-24,Organic,1.682038652,2371128.42,280107.07,272437.57,62.27,1818521.52
Total U.S.,Weekly,2024-12-01,Organic,1.682038652,2371128.42,280107.07,272437.57,62.27,1818521.52
Total U.S.,Weekly,2024-12-08,Organic,1.682038652,2371128.42,280107.07,272437.57,62.27,1818521.52
Total U.S.,Weekly,2024-12-15,Organic,1.682038652,2371128.42,280107.07,272437.57,62.27,1818521.52
Total U.S.,Weekly,2024-12-22,Organic,1.682038652,2371128.42,280107.07,272437.57,62.27,1818521.52
Total U.S.,Weekly,2024-12-29,Organic,1.682038652,2371128.42,280107.07,272437.57,62.27,1818521.52
West,Weekly,2024-11-10,Conventional,1.295386944,6264845.29,3309274.46,1525852.23,76461.78,1353256.83
West,Weekly,2024-11-17,Conventional,1.295386944,6264845.29,3309274.46,1525852.23,76461.78,1353256.83
West,Weekly,2024-11-24,Conventional,1.295386944,6264845.29,3309274.46,1525852.23,76461.78,1353256.83
West,Weekly,2024-12-01,Conventional,1.295386944,6264845.29,3309274.46,1525852.23,76461.78,1353256.83
West,Weekly,2024-12-08,Conventional,1.295386944,6264845.29,3309274.46,1525852.23,76461.78,1353256.83
West,Weekly,2024-12-15,Conventional,1.295386944,6264845.29,3309274.46,1525852.23,76461.78,1353256.83
West,Weekly,2024-12-22,Conventional,1.295386944,6264845.29,3309274.46,1525852.23,76461.78,1353256.83
West,Weekly,2024-12-29,Conventional,1.295386944,6264845.29,3309274.46,1525852.23,76461.78,1353256.83
West,Weekly,2024-11-10,Organic,2.018423157,346839.72,82028.14,105904.88,62.27,158844.43
West,Weekly,2024-11-17,Organic,2.018423157,346839.72,82028.14,105904.88,62.27,158844.43
West,Weekly,2024-11-24,Organic,2.018423157,346839.72,82028.14,105904.88,62.27,158844.43
West,Weekly,2024-12-01,Organic,2.018423157,346839.72,82028.14,105904.88,62.27,158844.43
West,Weekly,2024-12-08,Organic,2.018423157,346839.72,82028.14,105904.88,62.27,158844.43
West,Weekly,2024-12-15,Organic,2.018423157,346839.72,82028.14,105904.88,62.27,158844.43
West,Weekly,2024-12-22,Organic,2.018423157,346839.72,82028.14,105904.88,62.27,158844.43
West,Weekly,2024-12-29,Organic,2.018423157,346839.72,82028.14,105904.88,62.27,158844.43
West Tex/New Mexico,Weekly,2024-11-10,Conventional,1.079191077,814652.81,411990.96,81612.98,5600.51,315448.36
West Tex/New Mexico,Weekly,2024-11-17,Conventional,1.079191077,814652.81,411990.96,81612.98,5600.51,315448.36
West Tex/New Mexico,Weekly,2024-11-24,Conventional,1.079191077,814652.81,411990.96,81612.98,5600.51,315448.36
West Tex/New Mexico,Weekly,2024-12-01,Conventional,1.079191077,814652.81,411990.96,81612.98,5600.51,315448.36
West Tex/New Mexico,Weekly,2024-12-08,Conventional,1.079191077,814652.81,411990.96,81612.98,5600.51,315448.36
West Tex/New Mexico,Weekly,2024-12-15,Conventional,1.079191077,814652.81,411990.96,81612.98,5600.51,315448.36
West Tex/New Mexico,Weekly,2024-12-22,Conventional,1.079191077,814652.81,411990.96,81612.98,5600.51,315448.36
West Tex/New Mexico,Weekly,2024-12-29,Conventional,1.079191077,814652.81,411990.96,81612.98,5600.51,315448.36
West Tex/New Mexico,Weekly,2024-11-10,Organic,1.650377268,26276.25,4239.44,845.86,0.0,21190.95
West Tex/New Mexico,Weekly,2024-11-17,Organic,1.650377268,26276.25,4239.44,845.86,0.0,21190.95
West Tex/New Mexico,Weekly,2024-11-24,Organic,1.650377268,26276.25,4239.44,845.86,0.0,21190.95
West Tex/New Mexico,Weekly,2024-12-01,Organic,1.650377268,26276.25,4239.44,845.86,0.0,21190.95
West Tex/New Mexico,Weekly,2024-12-08,Organic,1.650377268,26276.25,4239.44,845.86,0.0,21190.95
West Tex/New Mexico,Weekly,2024-12-15,Organic,1.650377268,26276.25,4239.44,845.86,0.0,21190.95
West Tex/New Mexico,Weekly,2024-12-22,Organic,1.650377268,26276.25,4239.44,845.86,0.0,21190.95
West Tex/New Mexico,Weekly,2024-12-29,Organic,1.650377268,26276.25,4239.44,845.86,0.0,21190.95
Wichita,Weekly,2024-11-10,Conventional,1.208084519,104343.33,53525.73,18310.88,2.91,32503.8
Wichita,Weekly,2024-11-17,Conventional,1.208084519,104343.33,53525.73,18310.88,2.91,32503.8
Wichita,Weekly,2024-11-24,Conventional,1.208084519,104343.33,53525.73,18310.88,2.91,32503.8
Wichita,Weekly,2024-12-01,Conventional,1.208084519,104343.33,53525.73,18310.88,2.91,32503.8
Wichita,Weekly,2024-12-08,Conventional,1.208084519,104343.33,53525.73,18310.88,2.91,32503.8
Wichita,Weekly,2024-12-15,Conventional,1.208084519,104343.33,53525.73,18310.88,2.91,32503.8
Wichita,Weekly,2024-12-22,Conventional,1.208084519,104343.33,53525.73,18310.88,2.91,32503.8
Wichita,Weekly,2024-12-29,Conventional,1.208084519,104343.33,53525.73,18310.88,2.91,32503.8
Wichita,Weekly,2024-11-10,Organic,1.424999296,5475.51,1678.51,4.86,0.0,3792.14
Wichita,Weekly,2024-11-17,Organic,1.424999296,5475.51,1678.51,4.86,0.0,3792.14
Wichita,Weekly,2024-11-24,Organic,1.424999296,5475.51,1678.51,4.86,0.0,3792.14
Wichita,Weekly,2024-12-01,Organic,1.424999296,5475.51,1678.51,4.86,0.0,3792.14
Wichita,Weekly,2024-12-08,Organic,1.424999296,5475.51,1678.51,4.86,0.0,3792.14
Wichita,Weekly,2024-12-15,Organic,1.424999296,5475.51,1678.51,4.86,0.0,3792.14
Wichita,Weekly,2024-12-22,Organic,1.424999296,5475.51,1678.51,4.86,0.0,3792.14
Wichita,Weekly,2024-12-29,Organic,1.424999296,5475.51,1678.51,4.86,0.0,3792.14
